price,guests,beds,bedrooms,baths,superhost,favourite,rating,reviews,latitude,longitude,area_Ampelokipoi-Menemeni,area_Evosmos,area_Stavroupoli,parking,view,self_checkin
69.92,4,2.0,1.0,1.0,0,1,5.0,5.0,40.68184,22.93357,0,1,0,1,0,0
117.51,4,2.0,0.0,1.0,1,0,4.0,19.0,40.638,22.9387,0,1,0,0,0,1
75.2,5,3.0,2.0,1.0,1,0,4.0,7.0,40.6473,22.9417,0,1,0,0,0,0
49.35,3,2.0,1.0,1.0,0,0,4.0,7.0,40.6604,22.9055,0,1,0,0,0,0
68.02,2,1.0,1.0,1.0,0,0,4.11267716535433,0.0,40.67791,22.93335,0,1,0,0,0,1
58.78,2,1.0,1.0,1.0,0,0,5.0,3.0,40.6788,22.9327,0,1,0,0,0,1
57.4,4,2.0,2.0,1.0,0,0,3.62,6.0,40.6696,22.9372,0,1,0,0,0,1
75.0,3,1.0,1.0,1.0,0,0,4.0,44.0,40.6673,22.93403,0,1,0,0,0,1
357.22,17,10.0,6.0,4.0,0,0,4.0,112.0,40.6645,22.9017,0,1,0,0,0,1
72.85,3,1.0,1.0,1.0,1,0,4.0,73.0,40.67359,22.92864,0,1,0,0,0,1
47.12,6,2.0,2.0,1.0,1,0,4.0,295.0,40.641,22.9372,0,1,0,0,0,1
50.5,2,1.0,1.0,1.0,1,0,4.0,189.0,40.66211,22.91335,0,1,0,1,0,1
76.38,4,2.0,1.0,1.0,1,1,4.0,89.0,40.6681,22.9188,0,1,0,0,0,1
70.5,4,2.0,1.0,1.0,1,0,4.0,115.0,40.67318,22.8942,0,1,0,0,0,0
